,Year,Park Name,Spending,Visitation,temp_avg,precip_sum,visibility,uvindex,severerisk,acres,count,dmr,light_pollution_ratio
0,2011,Acadia,8269,2374645.0,46.89232876712329,22.795,8.591506849315069,5.761643835616439,,0.1,1.0,,
1,2012,Acadia,8183,2431052.0,47.80491803278688,40.778,8.823770491803279,5.830601092896175,,,,,
2,2013,Acadia,7866,2254922.0,46.00328767123288,20.232,8.608493151,5.720547945205479,,0.1,1.0,,
3,2014,Acadia,7866,2563129.0,45.793150684931504,49.318,8.822191780821917,5.7095890410958905,,0.3,3.0,,
4,2015,Acadia,7837,2811184.0,45.32547945205479,33.863,8.722191780821918,5.926027397260274,,,,68250049.04,
5,2016,Acadia,8022,3303393.0,46.52322404371585,36.667,9.071857923497268,5.8497267759562845,,1.0,10.0,71029340.7,
6,2017,Acadia,8144,3509271.0,46.42876712328767,21.915,8.830684932,5.717808219178083,,0.2,2.0,59858098.61,
7,2018,Acadia,8129,3537575.0,46.17068493150685,37.005,8.737808219178083,5.109589041095891,,0.2,2.0,65829758.16,
8,2019,Acadia,8169,3437286.0,45.19945205479452,53.799,8.826301369863014,5.175342465753425,,0.3,2.0,92644120.86,
9,2020,Acadia,8224,2669034.0,47.380874316939895,36.568,8.736885246,5.811475409836065,,,,,
10,2021,Acadia,8514,4069098.0,47.88191780821919,37.126,9.064383561643837,5.668493150684932,,,,,
11,2022,Acadia,8777,3970260.0,47.76246575342466,20.952,8.713150684931508,5.679452055,11.530898876404494,,,,
12,2023,Acadia,8777,,47.94931506849315,38.426,8.593698630136988,5.353424657534247,10.383561643835616,,,119512309.0,
13,2024,Acadia,9461,,,,,,,,,,
14,2011,American Samoa,1951,8716.0,80.88273973,66.225,14.097513812154697,7.476712328767123,,,,,
15,2012,American Samoa,1951,10440.0,80.91065573770491,40.982,9.54888178913738,6.939890710382514,,,,,
16,2013,American Samoa,1944,17919.0,81.63616438356165,107.591,10.447397260273974,6.923287671232877,,,,,
17,2014,American Samoa,1944,13953.0,81.11287671232877,90.145,10.504109589041096,6.956164383561644,,,,,
18,2015,American Samoa,1925,13892.0,80.60383561643836,67.435,10.408219178082192,7.013698630136986,,,,922729.8685,
19,2016,American Samoa,1933,28892.0,82.20874316939891,107.969,10.474863387978145,7.150273224043716,,,,819076.8285,
20,2017,American Samoa,2013,69468.0,81.54712328767124,120.798,10.441095890410958,6.876712328767123,,,,956927.516,
21,2018,American Samoa,2009,28626.0,81.14739726027398,153.208,10.453698630136984,7.254794520547946,,,,1353626.016,
22,2019,American Samoa,2021,60006.0,81.69150684931508,143.902,10.465205479452056,7.027397260273973,,,,1656843.706,
23,2020,American Samoa,2029,4819.0,81.90027322404372,202.426,10.40983606557377,6.931693989071039,,,,,
24,2021,American Samoa,1417,8495.0,81.63397260273973,110.894,10.658082191780824,7.457534246575342,,,,,
25,2022,American Samoa,1452,1887.0,81.59945205479451,115.053,10.669041095890412,9.010958904,30.68820224719101,,,,
26,2023,American Samoa,1452,,81.91753424657534,129.837,10.564109589041095,8.745205479452055,28.684931506849317,,,424205.0,
27,2024,American Samoa,1562,,,,,,,,,,
28,2011,Arches,1981,1040758.0,52.90301369863013,6.638,9.820273973,7.405479452054794,,,,,
29,2012,Arches,1981,1070577.0,56.03934426229509,3.442,9.819398907103825,7.535519126,,,,,
30,2013,Arches,1917,1082866.0,51.61945205479452,7.016,9.664931506849316,7.383561643835616,,,,,
31,2014,Arches,1917,1284767.0,55.431232876712336,7.146,9.793424657534246,7.389041095890411,,,,,
32,2015,Arches,1898,1399247.0,55.60712328767123,8.453,9.76510989,7.317808219178082,,,,19886458.94,
33,2016,Arches,1938,1585718.0,56.499453551912566,4.877,9.781420765027322,7.407103825136612,,,,24678597.64,
34,2017,Arches,1972,1539028.0,57.34931506849315,3.991,9.786027397260272,7.361643835616438,,,,25648543.32,
35,2018,Arches,1968,1663557.0,56.22438356164384,6.37,9.711538461538462,7.298630136986302,,,,24399380.7,
36,2019,Arches,1978,1659702.0,53.70493150684931,8.167,9.647397260273973,7.3342465753424655,,,,11182712.19,
37,2020,Arches,1994,1238083.0,55.17732240437159,3.106,9.720491803278687,7.412568306010929,,,,,
38,2021,Arches,2107,1806865.0,55.74739726027397,7.588,9.790958904,7.383561643835616,,,,,
39,2022,Arches,2183,1460652.0,54.80876712328767,6.629,9.866849315068494,7.410958904109589,11.418539325842696,,,,
40,2023,Arches,2183,,54.78410959,5.287,9.8227397260274,7.531506849315068,10.0,,,10383642.0,
41,2024,Arches,2365,,,,,,,,,,
42,2011,Badlands,4575,870741.0,46.52657534246576,15.988,9.328493150684931,6.509589041,,,,,0.175
43,2012,Badlands,4485,883406.0,50.98524590163934,13.653,9.607103825136614,6.770491803278689,,3.1,5.0,,
44,2013,Badlands,4337,892372.0,46.31095890410959,20.113,9.348767123287672,6.586301369863014,,0.2,1.0,,
45,2014,Badlands,4337,868094.0,45.798630136986304,18.624,9.415342465753424,6.465753424657534,,,,,
46,2015,Badlands,4294,989354.0,48.834794520547945,21.275,9.405205479452055,6.536986301369863,,,,17498477.9,
47,2016,Badlands,4317,996263.0,49.54781420765028,14.176,9.513114754,6.680327868852459,,,,25869135.5,
48,2017,Badlands,4424,1054325.0,48.57835616438356,12.8,9.5186301369863,6.665753424657535,,1.6,2.0,26514500.58,
49,2018,Badlands,4415,1008942.0,45.84,28.837,9.160547945,6.4,,3.2,2.0,33453532.47,
50,2019,Badlands,4435,970998.0,44.15534246575343,22.685,9.052054794520547,6.216438356164384,,,,33811635.54,
51,2020,Badlands,4538,916932.0,48.83387978142077,49.8,9.502732240437158,6.672131147540983,,,,,
52,2021,Badlands,4580,1224226.0,49.39013698630137,27.293,9.421917808219176,6.523287671232877,,2375.4300000000003,4.0,,
53,2022,Badlands,4537,1006809.0,47.092602739726026,14.357,9.485479452054795,6.523287671232877,16.72752808988764,120.98,2.0,,
54,2023,Badlands,4537,,47.86493150684932,17.197,9.309863014,6.394520547945206,13.32876712328767,,,56616515.0,
55,2024,Badlands,4800,,,,,,,,,,
56,2011,Big Bend,7387,361862.0,70.02273973,3.954,,8.608219178082193,,2226.1,4.0,,
57,2012,Big Bend,7387,292055.0,69.32349726775956,11.471,,8.278688524590164,,0.5,5.0,,
58,2013,Big Bend,6989,316953.0,66.75808219178083,12.98,,8.197260273972603,,2.0,3.0,,
59,2014,Big Bend,6989,314102.0,67.59808219178082,12.816,,8.238356164383562,,5.699999999999999,4.0,,
60,2015,Big Bend,6939,381747.0,66.99178082191781,14.758,,8.098630136986301,,62.4,4.0,86815056.71,
61,2016,Big Bend,7003,388290.0,68.58661202185793,18.697,,8.090163934,,2090.5,9.0,89480405.26,
62,2017,Big Bend,7272,440276.0,69.27041095890411,14.348,,8.180821917808219,,1252.0,7.0,100421335.3,
63,2018,Big Bend,7255,440091.0,67.88520547945205,14.044,,8.060273973,,1356.0,6.0,89657789.94,
64,2019,Big Bend,7290,463832.0,68.15972602739726,10.691,,8.252054794520548,,199.1,10.0,124438101.9,
65,2020,Big Bend,7345,393907.0,69.13114754,10.346,,8.442622950819672,,299.31,9.0,,
66,2021,Big Bend,7479,581220.0,68.54027397260275,9.683,,8.487671232876712,,1347.66,7.0,,
67,2022,Big Bend,7718,514107.0,68.37205479452055,4.583,34.88005617977528,8.567123287671233,18.117977528089888,34.73,4.0,,
68,2023,Big Bend,7718,,69.92767123,28.065,11.016986301369862,8.263013698630138,14.753424657534246,24.51,9.0,138503994.0,
69,2024,Big Bend,8235,,,,,,,6.0,1.0,,
70,2011,Biscayne,4461,476077.0,76.23232876712329,50.837,9.670684932,7.3342465753424655,,,,,
71,2012,Biscayne,4384,495613.0,75.68989071038251,84.24,13.40464480874317,7.043715846994536,,,,,
72,2013,Biscayne,4254,486848.0,76.44109589041096,57.341,9.688493150684932,6.967123287671233,,,,,
73,2014,Biscayne,4254,525745.0,76.18438356164383,49.306,9.66219178082192,7.079452054794521,,,,,30.36
74,2015,Biscayne,4211,508164.0,77.76986301369863,54.597,9.655068493150685,6.953424657534247,,,,9849278.976,
75,2016,Biscayne,4234,514709.0,76.70327868852459,60.952,9.654371584699453,6.7923497267759565,,,,12069391.0,
76,2017,Biscayne,4280,446961.0,77.01698630136987,49.39,9.636164383561644,7.279452054794521,,0.3,2.0,12527745.55,
77,2018,Biscayne,4290,469253.0,76.70109589041097,61.123,9.749589041,4.701369863013698,,,,1480962.357,
78,2019,Biscayne,4317,708522.0,77.48931506849314,51.34,9.750136986,5.435616438356164,,,,1416475.091,
79,2020,Biscayne,4360,402770.0,77.74016393442623,71.673,9.671311475409835,7.3743169398907105,,1.07,1.0,,
80,2021,Biscayne,4439,705655.0,77.04273972602739,48.812,9.69835616438356,7.071232876712329,,,,,
81,2022,Biscayne,4500,701023.0,77.20657534246575,55.342,9.736438356164385,7.454794520547945,65.19662921348315,0.5,1.0,,
82,2023,Biscayne,4500,,77.74136986301369,57.453,9.682465753424657,7.728767123287671,41.73972602739726,,,90287062.0,
83,2024,Biscayne,4789,,,,,,,,,,
84,2011,Black Canyon of the Gunnison,1701,168336.0,42.28164383561644,0.967,9.704109589041096,7.652054794520548,,8.9,4.0,,
85,2012,Black Canyon of the Gunnison,1701,192570.0,45.41994535519126,0.733,9.742896174863388,7.658469945355192,,,,,
86,2013,Black Canyon of the Gunnison,1647,175852.0,41.985205479452055,1.299,9.558082191780825,7.493150684931507,,0.2,2.0,,
87,2014,Black Canyon of the Gunnison,1647,183045.0,44.00328767123288,1.068,9.721917808219178,7.457534246575342,,,,,
88,2015,Black Canyon of the Gunnison,1751,209166.0,44.389589041095896,1.245,9.683287671232875,7.3561643835616435,,,,6514685.916,
89,2016,Black Canyon of the Gunnison,1779,238018.0,44.09562841530055,0.922,9.723497267759564,7.420765027322404,,0.1,1.0,6745170.789,
90,2017,Black Canyon of the Gunnison,1905,307143.0,45.709041095890406,0.988,9.754520547945203,7.534246575342466,,,,6508999.12,
91,2018,Black Canyon of the Gunnison,1901,308962.0,45.23780821917808,0.683,9.749041096,7.254794520547946,,0.1,1.0,7790635.909,
92,2019,Black Canyon of the Gunnison,1911,432818.0,42.418082191780826,0.907,9.65917808219178,7.210958904109589,,,,5031186.477,
93,2020,Black Canyon of the Gunnison,1926,341620.0,44.9068306,0.56,9.655191256830602,7.428961748633879,,,,,
94,2021,Black Canyon of the Gunnison,1964,308910.0,44.92821917808219,16.995,9.729315068493152,7.323287671232877,,0.2,2.0,,
95,2022,Black Canyon of the Gunnison,2019,297257.0,43.50136986,18.237,10.31917808219178,7.4301369863013695,11.292134831460674,,,,
96,2023,Black Canyon of the Gunnison,2019,,43.26136986,16.527,9.712602739726028,7.295890410958904,10.0,,,12141882.0,
97,2024,Black Canyon of the Gunnison,2175,,,,,,,,,,
98,2011,Bryce Canyon,3531,1296000.0,41.73205479452055,12.177,9.529395604395605,7.783561643835616,,,,,
99,2012,Bryce Canyon,3531,1385352.0,44.72622950819672,9.733,9.620218579234972,7.715846994535519,,,,,
100,2013,Bryce Canyon,3268,1311875.0,41.89287671232877,17.022,9.511780821917808,7.646575342465753,,,,,
101,2014,Bryce Canyon,3268,1435741.0,43.74219178082192,14.166,9.63835616438356,7.704109589041096,,,,,
102,2015,Bryce Canyon,3232,1745804.0,43.09068493150685,17.84,9.452328767123287,7.605479452054794,,,,37111153.43,
103,2016,Bryce Canyon,3279,2365110.0,42.72759563,11.648,9.496174863387978,7.642076503,,,,27478962.82,
104,2017,Bryce Canyon,3329,2571684.0,44.02082191780822,9.948,9.537260273972604,7.736986301369863,,,,27126866.6,
105,2018,Bryce Canyon,3323,2679478.0,44.02109589041096,9.929,9.613972602739723,7.241095890410959,,,,25787576.66,
106,2019,Bryce Canyon,3338,2594904.0,40.46410958904109,14.167,9.246849315068491,7.208219178082191,,,,26376095.28,
107,2020,Bryce Canyon,3361,1464655.0,43.2292349726776,4.844,9.669945355191258,7.480874317,,,,,
108,2021,Bryce Canyon,3602,2104600.0,43.49917808219178,11.084,9.537260273972604,7.224657534246575,,,,,
109,2022,Bryce Canyon,3702,2354660.0,42.60931506849315,8.171,9.719178082191782,7.328767123287672,11.882022471910112,,,,
110,2023,Bryce Canyon,3702,,40.08054794520548,10.887,9.403835616438355,7.156164383561644,10.0,,,16764043.0,
111,2024,Bryce Canyon,3966,,,,,,,,,,
112,2011,Canyonlands,6797,473773.0,53.26931506849315,6.614,10.637808219178083,7.591780821917808,,0.1,1.0,,0.04
113,2012,Canyonlands,6797,452952.0,55.23551912568306,3.454,10.274043715846997,7.644808743169399,,,,,
114,2013,Canyonlands,6270,462242.0,51.40520547945206,6.886,9.664931506849316,7.610958904109589,,3.7,3.0,,
115,2014,Canyonlands,6270,542431.0,55.13534246575343,7.152,9.796164383561644,7.591780821917808,,0.2,2.0,,
116,2015,Canyonlands,6202,634607.0,55.50821917808219,8.449,9.77835616438356,7.432876712328767,,0.1,1.0,43144249.82,
117,2016,Canyonlands,6237,776218.0,56.26502732240437,4.879,9.799453551912569,7.5683060109289615,,23.1,2.0,45179990.5,
118,2017,Canyonlands,6328,742271.0,56.91671232876712,3.968,9.823287671232876,7.5698630136986305,,0.2,2.0,40671343.95,
119,2018,Canyonlands,6322,739449.0,56.24547945205479,6.252,9.759726027,7.306849315068493,,0.1,1.0,21005442.92,
120,2019,Canyonlands,6354,733996.0,53.95780821917808,8.173,9.696438356164384,7.328767123287672,,0.2,2.0,24187570.5,
121,2020,Canyonlands,6399,493914.0,54.88961748633879,3.107,9.745628415300546,7.6256830601092895,,0.1,1.0,,
122,2021,Canyonlands,6565,911594.0,55.66438356164384,7.577,9.81945205479452,7.583561643835616,,,,,
123,2022,Canyonlands,6797,779147.0,54.80191780821918,6.649,9.851232876712327,7.567123287671233,10.786516853932584,0.1,1.0,,
124,2023,Canyonlands,6797,,54.53424657534247,5.29,9.834246575342464,7.638356164383562,10.0,0.1,1.0,61328080.0,
125,2024,Canyonlands,7286,,,,,,,,,,
126,2011,Capitol Reef,2382,668834.0,49.59698630136987,7.247,35.53361344537815,7.580821917808219,,,,,
127,2012,Capitol Reef,2382,673345.0,53.06912568306011,5.054,38.67881040892193,7.587431693989071,,,,,
128,2013,Capitol Reef,2246,663670.0,49.78849315068493,11.367,,7.545205479452055,,,,,
129,2014,Capitol Reef,2246,786514.0,52.738082191780826,7.037,9.872268907563026,7.572602739726028,,,,,
130,2015,Capitol Reef,2275,941029.0,52.10575342465753,12.779,9.814497041420118,7.424657534246576,,,,3836949.19,
131,2016,Capitol Reef,2357,1064904.0,51.91885245901639,9.26,9.795167286245354,7.530054644808743,,,,7738003.734,
132,2017,Capitol Reef,2397,1150165.0,53.431232876712336,8.082,9.859178082,7.523287671232877,,,,8379815.685,
133,2018,Capitol Reef,2392,1227627.0,53.19589041,8.823,9.803287671232878,7.186301369863013,,,,8977333.906,
134,2019,Capitol Reef,2405,1226519.0,50.38657534246575,10.48,9.697586206896553,7.098630136986301,,,,11415258.95,
135,2020,Capitol Reef,2427,981038.0,52.78251366120219,4.08,9.740213523131672,7.150273224043716,,,,,
136,2021,Capitol Reef,2531,1405353.0,52.70767123287671,9.297,9.85,7.2027397260273975,,,,,
137,2022,Capitol Reef,2615,1227608.0,52.04109589041096,2.723,9.9613698630137,7.394520547945206,10.898876404494382,,,,
138,2023,Capitol Reef,2615,,50.72136986,15.374,9.839726027,7.646575342465753,10.0,,,20121952.0,
139,2024,Capitol Reef,2880,,,,,,,,,,
140,2011,Carlsbad Caverns,6279,365000.0,63.99123287671232,3.728,9.413150684931509,8.375342465753425,,30489.5,2.0,,
141,2012,Carlsbad Caverns,6279,381058.0,63.91147540983607,9.481,9.491256830601094,8.12568306,,,,,
142,2013,Carlsbad Caverns,5765,388566.0,61.85452054794521,12.072,9.21808219178082,8.109589041,,,,,
143,2014,Carlsbad Caverns,5765,397309.0,62.35068493150685,7.997,9.238082191780824,8.002739726027396,,,,,
144,2015,Carlsbad Caverns,5764,445720.0,61.87890410958904,14.902,9.244657534246576,7.947945205479452,,,,44411003.07,
145,2016,Carlsbad Caverns,5721,466773.0,62.77896174863388,12.046,9.588524590163937,7.969945355191257,,20.1,2.0,44044498.95,
146,2017,Carlsbad Caverns,5819,520026.0,63.96767123287671,11.517,9.543561643835616,8.016438356164384,,,,46819347.65,
147,2018,Carlsbad Caverns,5815,465912.0,62.98465753424658,9.644,9.548493150684932,8.169863013698631,,,,39868411.65,
148,2019,Carlsbad Caverns,5841,440691.0,62.61780821917808,5.492,9.565753424657537,8.213698630136987,,,,39708808.36,
149,2020,Carlsbad Caverns,5874,183835.0,63.564207650273225,3.96,9.477322404371584,8.256830601092895,,,,,
150,2021,Carlsbad Caverns,5960,349244.0,62.69753424657534,11.793,9.346575342465751,8.101369863013698,,,,,
151,2022,Carlsbad Caverns,6106,390932.0,62.60493150684931,8.167,9.383287671232877,8.213698630136987,17.780898876404493,,,,
152,2023,Carlsbad Caverns,6106,,64.80493150684931,5.386,9.330410958904109,8.150684931506849,12.246575342465754,0.1,1.0,53137425.0,
153,2024,Carlsbad Caverns,6481,,,,,,,,,,
154,2011,Channel Islands,7579,242756.0,58.16273972602741,14.221,8.792876712328768,7.928767123287671,,,,,
155,2012,Channel Islands,7579,249594.0,58.607650273224046,10.399,8.772131147540984,7.901639344262295,,,,,
156,2013,Channel Islands,7547,212029.0,58.90520547945206,3.87,8.777260273972603,7.997260273972603,,,,,
157,2014,Channel Islands,7547,342161.0,61.90054794520548,9.925,9.064931506849314,7.863013698630137,,,,,1.545
158,2015,Channel Islands,7240,324816.0,62.22684931506849,4.16,9.1186301369863,7.854794520547945,,,,16702721.73,
159,2016,Channel Islands,7331,364807.0,60.74863387978142,12.688,8.969672131147542,7.882513661202186,,,,13453019.38,
160,2017,Channel Islands,7456,383687.0,60.40383561643836,17.23,8.715068493150685,7.879452054794521,,,,13692363.82,
161,2018,Channel Islands,7523,366250.0,60.26191780821917,8.9,8.938630136986301,8.008219178082191,,,,11268023.62,
162,2019,Channel Islands,7577,409630.0,59.12054794520548,20.211,8.946027397260275,7.460273973,,,,11908599.55,
163,2020,Channel Islands,7647,167290.0,59.564207650273225,7.568,8.731693989071038,7.251366120218579,,,,,
164,2021,Channel Islands,7793,319252.0,58.60328767123288,12.751,8.616986301369863,7.863013698630137,,,,,
165,2022,Channel Islands,7917,323245.0,59.620821917808215,7.314,8.801369863013699,8.150684931506849,10.196629213483146,,,,
166,2023,Channel Islands,7917,,59.42794520547945,22.356,8.692876712328767,7.515068493150685,10.10958904109589,,,91720174.0,
167,2024,Channel Islands,8314,,,,,,,,,,
168,2011,Congaree,1935,120166.0,64.31589041,38.824,9.159726027,7.123287671232877,,,,,
169,2012,Congaree,1935,109685.0,64.55573770491803,41.909,9.171311475409835,6.920765027322404,,,,,
170,2013,Congaree,1877,120340.0,62.82082191780822,51.736,9.732876712328768,6.863013698630137,,,,,
171,2014,Congaree,1877,120122.0,62.479726027397255,44.53,9.189315068493151,6.846575342465753,,,,,
172,2015,Congaree,1858,87513.0,64.99808219178082,62.382,9.101643835616438,6.789041095890411,,,,4270067.851,
173,2016,Congaree,1869,143843.0,64.79016393442623,47.839,9.282513661202186,7.117486338797814,,0.1,1.0,3907896.207,
174,2017,Congaree,1890,159595.0,65.33287671232877,44.069,9.377260273972604,7.073972602739726,,,,3803872.649,
175,2018,Congaree,1894,145929.0,64.42547945205479,52.923,9.298082191780823,6.191780821917808,,1.0,1.0,6832408.034,
176,2019,Congaree,1903,159445.0,65.42356164383561,46.997,9.240821918,6.167123287671233,,,,8031958.955,
177,2020,Congaree,1922,119306.0,64.94480874,54.003,9.293715846994536,6.084699453551913,,45.02,2.0,,
178,2021,Congaree,1955,215181.0,63.91068493150685,43.122,9.188767123287672,6.408219178082192,,492.2000000000001,3.0,,
179,2022,Congaree,1817,204522.0,64.08739726027397,39.574,9.3586301369863,6.2027397260273975,30.74438202247191,627.66,2.0,,
180,2023,Congaree,1817,,64.45589041095892,46.215,9.352602739726027,6.030136986,18.013698630136986,,,22686243.0,
181,2024,Congaree,1934,,,,,,,,,,
182,2011,Crater Lake,5530,423551.0,43.21890410958904,22.608,,6.627397260273972,,1230.4,27.0,,
183,2012,Crater Lake,5530,447251.0,45.18469945355191,30.999,,6.5,,0.3,3.0,,
184,2013,Crater Lake,5318,523027.0,44.93232876712329,15.66,,6.863013698630137,,4.8,21.0,,
185,2014,Crater Lake,5318,535508.0,47.72547945205479,31.756,,6.586301369863014,,322.70000000000005,42.0,,
186,2015,Crater Lake,5265,614712.0,47.92219178082191,29.657,,6.665753424657535,,20853.7,21.0,83979593.58,
187,2016,Crater Lake,5348,756344.0,45.36010928961748,35.038,,6.573770491803279,,1073.4,8.0,85318818.13,
188,2017,Crater Lake,5452,711749.0,45.35589041095891,33.58,,6.493150684931507,,15826.7,9.0,94080987.97,
189,2018,Crater Lake,5442,720659.0,46.16438356164384,23.905,,6.632876712328767,,3326.2,17.0,100440129.0,
190,2019,Crater Lake,5470,704512.0,45.00575342465753,30.071,,6.605479452054794,,1.3,10.0,142814506.5,
191,2020,Crater Lake,5512,670500.0,46.43825136612022,26.537,,6.724043715846994,,1.7000000000000002,14.0,,
192,2021,Crater Lake,5645,647751.0,46.96027397260274,23.553,,6.668493150684932,,21.59,11.0,,
193,2022,Crater Lake,5673,527259.0,42.60383561643835,72.834,18.489606741573034,6.6219178082191785,12.514044943820224,4.15,16.0,,
194,2023,Crater Lake,5673,,38.89835616438356,273.419,8.027123287671234,6.347945205479452,10.52054794520548,6.87,20.0,193452740.0,
195,2024,Crater Lake,5949,,,,,,,,,,
196,2011,Cuyahoga Valley,11238,2161185.0,51.88986301369863,50.354,8.582465753424657,5.8712328767123285,,,,,
197,2012,Cuyahoga Valley,11143,2299722.0,53.71530054644808,34.694,9.000819672131149,6.243169398907104,,0.8,2.0,,
198,2013,Cuyahoga Valley,10877,2103010.0,50.30027397260274,37.107,8.891506849,5.942465753424657,,,,,
199,2014,Cuyahoga Valley,10877,2189849.0,49.05452054794521,30.914,8.897808219178081,6.1506849315068495,,,,,
200,2015,Cuyahoga Valley,10769,2284612.0,52.06356164383562,32.948,9.010410959,6.117808219178082,,,,40824920.07,
201,2016,Cuyahoga Valley,10825,2423390.0,54.50601092896175,26.572,9.212295081967213,6.232240437,,,,44387747.34,
202,2017,Cuyahoga Valley,11035,2226879.0,53.93315068493151,28.536,9.123287671232877,6.005479452054795,,,,45813356.39,
203,2018,Cuyahoga Valley,10836,2096053.0,52.31972602739726,34.476,9.027123287671234,5.4,,,,51863771.46,
204,2019,Cuyahoga Valley,10900,2237997.0,52.51178082,28.87,9.073972602739726,5.512328767123288,,,,55967201.28,
205,2020,Cuyahoga Valley,10992,2755628.0,53.767486338797816,33.316,9.158743169398909,5.401639344262295,,,,,
206,2021,Cuyahoga Valley,11217,2575275.0,54.37835616438356,29.105,9.158630136986302,5.594520547945206,,13.93,1.0,,
207,2022,Cuyahoga Valley,11592,2913312.0,52.83643835616438,28.853,9.013424657534246,5.641095890410959,16.151685393258425,,,,
208,2023,Cuyahoga Valley,11592,,53.84876712328767,29.685,9.003287671232876,5.747945205479452,12.068493150684931,,,162176038.0,
209,2024,Cuyahoga Valley,12299,,,,,,,,,,
210,2011,Death Valley,9132,946867.0,76.74273973,0.0,,8.008219178082191,,,,,0.195
211,2012,Death Valley,9132,984568.0,79.38142076502731,0.0,,7.983606557377049,,,,,
212,2013,Death Valley,8770,951972.0,78.57561643835616,0.0,,7.994520547945205,,,,,
213,2014,Death Valley,8770,1101312.0,80.07424657534246,0.0,,7.936986301369863,,,,,
214,2015,Death Valley,8682,1154843.0,79.51041096,0.0,,7.8493150684931505,,,,0.0,
215,2016,Death Valley,8758,1296283.0,79.48907103825137,0.0,,7.920765027322404,,,,140121726.3,
216,2017,Death Valley,8885,1294827.0,80.00465753424658,0.0,,7.994520547945205,,,,139335915.2,
217,2018,Death Valley,8868,1678660.0,80.19808219178081,0.0,,8.082191780821917,,,,128869756.3,
218,2019,Death Valley,8912,1740945.0,77.22575342465754,0.0,,7.871232876712328,,,,153205891.6,
219,2020,Death Valley,8976,820023.0,79.39890710382514,0.251,,8.057377049180328,,,,,
220,2021,Death Valley,9587,1146551.0,78.22657534246575,0.8039999999999999,,7.956164383561644,,,,,
